Store,Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,,,13:45 - 13:59,Cashier,66.5,10,6.65,10,6.65,10,6.65,1,1
,,,,14:00 - 14:14,Cashier,54.35,9,6.04,9,6.04,9,6.04,1,1
,,,,14:15 - 14:29,Cashier,44.3,8,5.54,8,5.54,8,5.54,1,1
,,,,14:30 - 14:44,Cashier,85.06,10,8.51,10,8.51,10,8.51,1,1
,,,,14:45 - 14:59,Cashier,19.69,4,4.92,4,4.92,4,4.92,1,1
,,,,15:00 - 15:14,Cashier,34.62,6,5.77,6,5.77,6,5.77,1,1
,,,,15:15 - 15:29,Cashier,11.59,3,3.86,3,3.86,3,3.86,1,1
,,,10,---,---,1380.65,204,6.77,204,6.77,204,6.77,1,1
,,,11,07:45 - 07:59,Cashier,21,4,5.25,4,5.25,4,5.25,1,1
,,,,08:00 - 08:14,Cashier,10.19,2,5.09,2,5.09,2,5.09,1,1
,,,,08:15 - 08:29,Cashier,7.6,1,7.6,1,7.6,1,7.6,1,1
,,,,08:30 - 08:44,Cashier,16.24,4,4.06,4,4.06,4,4.06,1,1
,,,,08:45 - 08:59,Cashier,11.6,2,5.8,2,5.8,2,5.8,1,1
,,,,09:00 - 09:14,Cashier,41.69,7,5.96,7,5.96,7,5.96,1,1
,,,,09:15 - 09:29,Cashier,44.63,8,5.58,8,5.58,8,5.58,1,1
,,,,09:30 - 09:44,Cashier,28.04,4,7.01,4,7.01,4,7.01,1,1
,,,,09:45 - 09:59,Cashier,10.95,3,3.65,3,3.65,3,3.65,1,1
,,,,10:00 - 10:14,Cashier,21.85,5,4.37,5,4.37,5,4.37,1,1
,,,,10:15 - 10:29,Cashier,56.08,10,5.61,10,5.61,10,5.61,1,1
,,,,10:30 - 10:44,Cashier,61.38,9,6.82,9,6.82,9,6.82,1,1
,,,,10:45 - 10:59,Cashier,44.14,7,6.31,7,6.31,7,6.31,1,1
,,,,11:00 - 11:14,Cashier,61.34,9,6.82,9,6.82,9,6.82,1,1
,,,,11:15 - 11:29,Cashier,33.7,7,4.81,7,4.81,7,4.81,1,1
,,,,11:30 - 11:44,Cashier,70.83,10,7.08,10,7.08,10,7.08,1,1
,,,,11:45 - 11:59,Cashier,31.44,4,7.86,4,7.86,4,7.86,1,1
,,,,12:00 - 12:14,Cashier,36.92,4,9.23,4,9.23,4,9.23,1,1
,,,,12:15 - 12:29,Cashier,59.19,10,5.92,10,5.92,10,5.92,1,1
,,,,12:30 - 12:44,Cashier,38.33,6,6.39,6,6.39,6,6.39,1,1
,,,,12:45 - 12:59,Cashier,52.65,8,6.58,8,6.58,8,6.58,1,1
,,,,13:00 - 13:14,Cashier,26.39,4,6.6,4,6.6,4,6.6,1,1
,,,,13:15 - 13:29,Cashier,57.09,8,7.14,8,7.14,8,7.14,1,1
,,,,13:30 - 13:44,Cashier,51.57,7,7.37,7,7.37,7,7.37,1,1
,,,,13:45 - 13:59,Cashier,96.69,17,5.69,17,5.69,17,5.69,1,1
,,,,14:00 - 14:14,Cashier,29.38,4,7.34,4,7.34,4,7.34,1,1
,,,,14:15 - 14:29,Cashier,59.79,12,4.98,12,4.98,12,4.98,1,1
,,,,14:30 - 14:44,Cashier,9,2,4.5,2,4.5,2,4.5,1,1
,,,,14:45 - 14:59,Cashier,40.63,7,5.8,7,5.8,7,5.8,1,1
,,,,15:00 - 15:14,Cashier,31.99,3,10.66,3,10.66,3,10.66,1,1
,,,,15:15 - 15:29,Cashier,42.39,8,5.3,8,5.3,8,5.3,1,1
,,,,15:30 - 15:44,Cashier,8.04,2,4.02,2,4.02,2,4.02,1,1
,,,11,---,---,1212.75,198,6.13,198,6.13,198,6.13,1,1
,,,14,07:45 - 07:59,Cashier,7.25,1,7.25,1,7.25,1,7.25,1,1
,,,,08:00 - 08:14,Cashier,5.25,1,5.25,1,5.25,1,5.25,1,1
,,,,08:15 - 08:29,Cashier,4.25,1,4.25,1,4.25,1,4.25,1,1
,,,,08:30 - 08:44,Cashier,15.78,2,7.89,2,7.89,2,7.89,1,1
,,,,08:45 - 08:59,Cashier,14.55,3,4.85,3,4.85,3,4.85,1,1
,,,,09:00 - 09:14,Cashier,27.08,5,5.42,5,5.42,5,5.42,1,1
,,,,09:15 - 09:29,Cashier,25.85,5,5.17,5,5.17,5,5.17,1,1
,,,,09:30 - 09:44,Cashier,7.9,2,3.95,2,3.95,2,3.95,1,1
,,,,09:45 - 09:59,Cashier,23.94,4,5.99,4,5.99,4,5.99,1,1
,,,,10:00 - 10:14,Cashier,15.25,3,5.08,3,5.08,3,5.08,1,1
,,,,10:15 - 10:29,Cashier,22.8,4,5.7,4,5.7,4,5.7,1,1
,,,,10:30 - 10:44,Cashier,33,3,11,3,11,3,11,1,1
,,,,10:45 - 10:59,Cashier,27.94,3,9.31,3,9.31,3,9.31,1,1
,,,,11:00 - 11:14,Cashier,17,2,8.5,2,8.5,2,8.5,1,1
,,,,11:15 - 11:29,Cashier,21.32,3,7.11,3,7.11,3,7.11,1,1
,,,,11:30 - 11:44,Cashier,29.08,4,7.27,4,7.27,4,7.27,1,1
,,,,11:45 - 11:59,Cashier,15.49,3,5.16,3,5.16,3,5.16,1,1
,,,,12:00 - 12:14,Cashier,53.32,7,7.62,7,7.62,7,7.62,1,1
,,,,12:15 - 12:29,Cashier,14.7,3,4.9,3,4.9,3,4.9,1,1
,,,,12:30 - 12:44,Cashier,33.28,5,6.66,5,6.66,5,6.66,1,1
,,,,12:45 - 12:59,Cashier,29.34,4,7.33,4,7.33,4,7.33,1,1
,,,,13:00 - 13:14,Cashier,28.29,4,7.07,4,7.07,4,7.07,1,1
,,,,13:15 - 13:29,Cashier,13.25,4,3.31,4,3.31,4,3.31,1,1
,,,,13:30 - 13:44,Cashier,14.08,2,7.04,2,7.04,2,7.04,1,1
,,,,13:45 - 13:59,Cashier,28.94,6,4.82,6,4.82,6,4.82,1,1
,,,,14:00 - 14:14,Cashier,14.4,3,4.8,3,4.8,3,4.8,1,1
,,,,14:15 - 14:29,Cashier,19.34,4,4.83,4,4.83,4,4.83,1,1
,,,,14:30 - 14:44,Cashier,14.7,3,4.9,3,4.9,3,4.9,1,1
,,,,14:45 - 14:59,Cashier,26.53,4,6.63,4,6.63,4,6.63,1,1
,,,,15:00 - 15:14,Cashier,11.55,3,3.85,3,3.85,3,3.85,1,1
,,,,15:15 - 15:29,Cashier,12.65,3,4.22,3,4.22,3,4.22,1,1
,,,14,---,---,628.1,104,6.04,104,6.04,104,6.04,1,1
,,,15,08:00 - 08:14,Cashier,33.89,4,8.47,4,8.47,4,8.47,1,1
,,,,08:15 - 08:29,Cashier,10.25,3,3.42,3,3.42,3,3.42,1,1
,,,,08:30 - 08:44,Cashier,10.6,2,5.3,2,5.3,2,5.3,1,1
,,,,08:45 - 08:59,Cashier,16.59,4,4.15,4,4.15,4,4.15,1,1
,,,,09:00 - 09:14,Cashier,20.8,5,4.16,5,4.16,5,4.16,1,1
,,,,09:15 - 09:29,Cashier,6,1,6,1,6,1,6,1,1
,,,,09:30 - 09:44,Cashier,13,3,4.33,3,4.33,3,4.33,1,1
,,,,09:45 - 09:59,Cashier,11.05,2,5.53,2,5.53,2,5.53,1,1
,,,,10:00 - 10:14,Cashier,16.1,5,3.22,5,3.22,5,3.22,1,1
,,,,10:15 - 10:29,Cashier,42.43,4,10.61,4,10.61,4,10.61,1,1
,,,,10:30 - 10:44,Cashier,41.4,5,8.28,5,8.28,5,8.28,1,1
,,,,10:45 - 10:59,Cashier,33.19,4,8.3,4,8.3,4,8.3,1,1
,,,,11:00 - 11:14,Cashier,23.99,2,11.99,2,11.99,2,11.99,1,1
,,,,11:15 - 11:29,Cashier,3.35,1,3.35,1,3.35,1,3.35,1,1
,,,,11:30 - 11:44,Cashier,5,1,5,1,5,1,5,1,1
,,,,11:45 - 11:59,Cashier,34.07,5,6.81,5,6.81,5,6.81,1,1
,,,,12:00 - 12:14,Cashier,14.75,2,7.38,2,7.38,2,7.38,1,1
,,,,12:15 - 12:29,Cashier,25.84,4,6.46,4,6.46,4,6.46,1,1
,,,,12:30 - 12:44,Cashier,59.64,7,8.52,7,8.52,7,8.52,1,1
,,,,12:45 - 12:59,Cashier,40.57,7,5.8,7,5.8,7,5.8,1,1
,,,,13:00 - 13:14,Cashier,14.25,3,4.75,3,4.75,3,4.75,1,1
,,,,13:15 - 13:29,Cashier,40.07,7,5.72,7,5.72,7,5.72,1,1
,,,,13:30 - 13:44,Cashier,34.49,6,5.75,6,5.75,6,5.75,1,1
,,,,13:45 - 13:59,Cashier,13.43,3,4.48,3,4.48,3,4.48,1,1
,,,,14:00 - 14:14,Cashier,51.34,8,6.42,8,6.42,8,6.42,1,1
,,,,14:15 - 14:29,Cashier,26.06,6,4.34,6,4.34,6,4.34,1,1
,,,,14:30 - 14:44,Cashier,14.05,3,4.68,3,4.68,3,4.68,1,1
,,,,14:45 - 14:59,Cashier,21.75,6,3.63,4,5.44,6,3.63,0.67,0.67
,,,,15:00 - 15:14,Cashier,12.8,3,4.27,3,4.27,3,4.27,1,1
,,,,15:15 - 15:29,Cashier,14.65,4,3.66,4,3.66,4,3.66,1,1
,,,15,---,---,705.4,120,5.88,118,5.98,120,5.88,0.98,0.98
,,,16,08:00 - 08:14,Cashier,18.19,4,4.55,4,4.55,4,4.55,1,1
,,,,08:15 - 08:29,Cashier,5.95,2,2.98,2,2.98,2,2.98,1,1
,,,,08:30 - 08:44,Cashier,8.45,2,4.22,2,4.22,2,4.22,1,1
,,,,08:45 - 08:59,Cashier,12.05,3,4.02,3,4.02,3,4.02,1,1
,,,,09:00 - 09:14,Cashier,22.5,4,5.63,4,5.63,4,5.63,1,1
,,,,09:15 - 09:29,Cashier,37.99,7,5.43,7,5.43,7,5.43,1,1
,,,,09:30 - 09:44,Cashier,28.84,5,5.77,5,5.77,5,5.77,1,1
,,,,09:45 - 09:59,Cashier,38.28,5,7.66,5,7.66,5,7.66,1,1
,,,,10:00 - 10:14,Cashier,22.95,5,4.59,5,4.59,5,4.59,1,1
,,,,10:15 - 10:29,Cashier,18.75,3,6.25,3,6.25,3,6.25,1,1
,,,,10:30 - 10:44,Cashier,2.45,1,2.45,1,2.45,1,2.45,1,1
,,,,10:45 - 10:59,Cashier,26.29,4,6.57,4,6.57,4,6.57,1,1
,,,,11:00 - 11:14,Cashier,12,2,6,2,6,2,6,1,1
,,,,11:15 - 11:29,Cashier,11.3,3,3.77,3,3.77,3,3.77,1,1
,,,,11:30 - 11:44,Cashier,8.45,3,2.82,3,2.82,3,2.82,1,1
,,,,11:45 - 11:59,Cashier,26.95,3,8.98,3,8.98,3,8.98,1,1
,,,,12:00 - 12:14,Cashier,24.69,3,8.23,3,8.23,3,8.23,1,1
,,,,12:15 - 12:29,Cashier,27.33,4,6.83,4,6.83,4,6.83,1,1
,,,,12:30 - 12:44,Cashier,42.4,5,8.48,5,8.48,5,8.48,1,1
,,,,12:45 - 12:59,Cashier,34.59,6,5.76,6,5.76,6,5.76,1,1
,,,,13:00 - 13:14,Cashier,41.7,6,6.95,6,6.95,6,6.95,1,1
,,,,13:15 - 13:29,Cashier,6.05,2,3.02,2,3.02,2,3.02,1,1
,,,,13:30 - 13:44,Cashier,24.28,4,6.07,4,6.07,4,6.07,1,1
,,,,13:45 - 13:59,Cashier,20.94,3,6.98,3,6.98,3,6.98,1,1
,,,,14:00 - 14:14,Cashier,43.04,10,4.3,10,4.3,10,4.3,1,1
,,,,14:15 - 14:29,Cashier,11.3,1,11.3,1,11.3,1,11.3,1,1
,,,,14:30 - 14:44,Cashier,15.3,4,3.83,4,3.83,4,3.83,1,1
,,,,14:45 - 14:59,Cashier,6,1,6,1,6,1,6,1,1
,,,,15:00 - 15:14,Cashier,1.05,1,1.05,1,1.05,1,1.05,1,1
,,,,15:15 - 15:29,Cashier,4.25,1,4.25,1,4.25,1,4.25,1,1
,,,16,---,---,604.31,107,5.65,107,5.65,107,5.65,1,1
,,,28,08:00 - 08:14,Cashier,17.4,4,4.35,4,4.35,4,4.35,1,1
,,,,08:15 - 08:29,Cashier,30.35,5,6.07,5,6.07,5,6.07,1,1
,,,,08:30 - 08:44,Cashier,14.24,4,3.56,4,3.56,4,3.56,1,1
,,,,08:45 - 08:59,Cashier,45.81,5,9.16,5,9.16,5,9.16,1,1
,,,,09:00 - 09:14,Cashier,15.95,3,5.32,3,5.32,3,5.32,1,1
,,,,09:15 - 09:29,Cashier,53.62,10,5.36,10,5.36,10,5.36,1,1
,,,,09:30 - 09:44,Cashier,96.31,15,6.42,15,6.42,15,6.42,1,1
,,,,09:45 - 09:59,Cashier,66.39,12,5.53,12,5.53,12,5.53,1,1
,,,,10:00 - 10:14,Cashier,21.84,5,4.37,5,4.37,5,4.37,1,1
,,,,10:15 - 10:29,Cashier,82.56,12,6.88,12,6.88,12,6.88,1,1
,,,,10:30 - 10:44,Cashier,128.33,18,7.13,18,7.13,18,7.13,1,1
,,,,10:45 - 10:59,Cashier,58.39,10,5.84,10,5.84,10,5.84,1,1
,,,,11:00 - 11:14,Cashier,51.56,11,4.69,11,4.69,11,4.69,1,1
,,,,11:15 - 11:29,Cashier,41.47,8,5.18,8,5.18,8,5.18,1,1
,,,,11:30 - 11:44,Cashier,156.61,18,8.7,18,8.7,18,8.7,1,1
,,,,11:45 - 11:59,Cashier,57.77,9,6.42,9,6.42,9,6.42,1,1
,,,,12:00 - 12:14,Cashier,65.09,10,6.51,10,6.51,10,6.51,1,1
,,,,12:15 - 12:29,Cashier,76.07,10,7.61,10,7.61,10,7.61,1,1
,,,,12:30 - 12:44,Cashier,116.7,12,9.72,12,9.72,12,9.72,1,1
,,,,12:45 - 12:59,Cashier,31.48,5,6.3,5,6.3,5,6.3,1,1
,,,,13:00 - 13:14,Cashier,59.4,6,9.9,6,9.9,6,9.9,1,1
,,,,13:15 - 13:29,Cashier,99.38,15,6.63,15,6.63,15,6.63,1,1
,,,,13:30 - 13:44,Cashier,74.68,14,5.33,14,5.33,14,5.33,1,1
,,,,13:45 - 13:59,Cashier,22.49,5,4.5,5,4.5,5,4.5,1,1
,,,,14:00 - 14:14,Cashier,26.39,5,5.28,5,5.28,5,5.28,1,1
,,,,14:15 - 14:29,Cashier,99.5,13,7.65,13,7.65,13,7.65,1,1
,,,,14:30 - 14:44,Cashier,53.19,10,5.32,10,5.32,10,5.32,1,1
,,,,14:45 - 14:59,Cashier,32.48,6,5.41,6,5.41,6,5.41,1,1
,,,,15:00 - 15:14,Cashier,17.5,4,4.38,4,4.38,4,4.38,1,1
,,,,15:15 - 15:29,Cashier,18.99,5,3.8,5,3.8,5,3.8,1,1
,,,,15:30 - 15:44,Cashier,10.75,2,5.38,2,5.38,2,5.38,1,1
,,,,15:45 - 15:59,Cashier,10.65,2,5.33,2,5.33,2,5.33,1,1
,,,,16:00 - 16:14,Cashier,14.9,3,4.97,3,4.97,3,4.97,1,1
,,,,16:15 - 16:29,Cashier,7.69,2,3.85,2,3.85,2,3.85,1,1
,,,,16:30 - 16:44,Cashier,18.94,6,3.16,6,3.16,6,3.16,1,1
,,,,16:45 - 16:59,Cashier,6.84,1,6.84,1,6.84,1,6.84,1,1
,,,,17:00 - 17:14,Cashier,2.59,1,2.59,1,2.59,1,2.59,1,1
,,,28,---,---,1804.3,286,6.31,286,6.31,286,6.31,1,1
,,,29,07:30 - 07:44,Cashier,8.7,1,8.7,1,8.7,1,8.7,1,1
,,,,07:45 - 07:59,Cashier,7.7,1,7.7,1,7.7,1,7.7,1,1
,,,,08:00 - 08:14,Cashier,29.78,4,7.45,4,7.45,4,7.45,1,1
,,,,08:15 - 08:29,Cashier,8.2,2,4.1,2,4.1,2,4.1,1,1
,,,,08:30 - 08:44,Cashier,10.35,3,3.45,3,3.45,3,3.45,1,1
,,,,08:45 - 08:59,Cashier,7.75,2,3.88,2,3.88,2,3.88,1,1
,,,,09:00 - 09:14,Cashier,26.28,5,5.26,5,5.26,5,5.26,1,1
,,,,09:15 - 09:29,Cashier,51.6,7,7.37,7,7.37,7,7.37,1,1
,,,,09:30 - 09:44,Cashier,16.05,3,5.35,3,5.35,3,5.35,1,1
,,,,09:45 - 09:59,Cashier,53.51,10,5.35,10,5.35,10,5.35,1,1
,,,,10:00 - 10:14,Cashier,65.37,10,6.54,10,6.54,10,6.54,1,1
,,,,10:15 - 10:29,Cashier,41.43,9,4.6,9,4.6,9,4.6,1,1
,,,,10:30 - 10:44,Cashier,40.45,5,8.09,5,8.09,5,8.09,1,1
,,,,10:45 - 10:59,Cashier,63.21,7,9.03,7,9.03,7,9.03,1,1
,,,,11:00 - 11:14,Cashier,43.53,6,7.25,6,7.25,6,7.25,1,1
,,,,11:15 - 11:29,Cashier,73.32,11,6.67,11,6.67,11,6.67,1,1
,,,,11:30 - 11:44,Cashier,134.17,16,8.39,16,8.39,16,8.39,1,1
,,,,11:45 - 11:59,Cashier,142.5,19,7.5,19,7.5,19,7.5,1,1
,,,,12:00 - 12:14,Cashier,96.24,13,7.4,13,7.4,13,7.4,1,1
,,,,12:15 - 12:29,Cashier,116.34,16,7.27,16,7.27,16,7.27,1,1
,,,,12:30 - 12:44,Cashier,123.68,18,6.87,18,6.87,18,6.87,1,1
,,,,12:45 - 12:59,Cashier,41.52,8,5.19,8,5.19,8,5.19,1,1
,,,,13:00 - 13:14,Cashier,41.99,9,4.67,9,4.67,9,4.67,1,1
,,,,13:15 - 13:29,Cashier,44.9,9,4.99,9,4.99,9,4.99,1,1
,,,,13:30 - 13:44,Cashier,30.07,8,3.76,8,3.76,8,3.76,1,1
,,,,14:00 - 14:14,Cashier,26.73,8,3.34,8,3.34,8,3.34,1,1
,,,,14:15 - 14:29,Cashier,30.38,7,4.34,7,4.34,7,4.34,1,1
,,,,14:30 - 14:44,Cashier,15.1,3,5.03,3,5.03,3,5.03,1,1
,,,,14:45 - 14:59,Cashier,9.04,2,4.52,2,4.52,2,4.52,1,1
,,,,15:00 - 15:14,Cashier,37.21,9,4.13,9,4.13,9,4.13,1,1
,,,,15:15 - 15:29,Cashier,25.46,7,3.64,7,3.64,7,3.64,1,1
,,,,15:30 - 15:44,Cashier,4.25,1,4.25,1,4.25,1,4.25,1,1
,,,,15:45 - 15:59,Cashier,11.97,3,3.99,3,3.99,3,3.99,1,1
,,,,16:00 - 16:14,Cashier,3.25,1,3.25,1,3.25,1,3.25,1,1
,,,,16:15 - 16:29,Cashier,10,2,5,2,5,2,5,1,1
,,,,16:30 - 16:44,Cashier,12.1,4,3.02,4,3.02,4,3.02,1,1
,,,,16:45 - 16:59,Cashier,5.75,1,5.75,1,5.75,1,5.75,1,1
,,,,17:00 - 17:14,Cashier,2.54,1,2.54,1,2.54,1,2.54,1,1
,,,29,---,---,1512.42,251,6.03,251,6.03,251,6.03,1,1
,,,30,07:30 - 07:44,Cashier,10.75,2,5.38,2,5.38,2,5.38,1,1
,,,,07:45 - 07:59,Cashier,6.34,2,3.17,2,3.17,2,3.17,1,1
,,,,08:00 - 08:14,Cashier,6.2,2,3.1,2,3.1,2,3.1,1,1
,,,,08:15 - 08:29,Cashier,13.14,4,3.29,4,3.29,4,3.29,1,1
,,,,08:30 - 08:44,Cashier,43.92,4,10.98,4,10.98,4,10.98,1,1
,,,,08:45 - 08:59,Cashier,56.42,9,6.27,9,6.27,9,6.27,1,1
,,,,09:00 - 09:14,Cashier,43.09,5,8.62,5,8.62,5,8.62,1,1
,,,,09:15 - 09:29,Cashier,93.78,15,6.25,15,6.25,15,6.25,1,1
,,,,09:30 - 09:44,Cashier,55.79,10,5.58,10,5.58,10,5.58,1,1
,,,,09:45 - 09:59,Cashier,39.38,7,5.63,7,5.63,7,5.63,1,1
,,,,10:00 - 10:14,Cashier,46.28,7,6.61,7,6.61,7,6.61,1,1
,,,,10:15 - 10:29,Cashier,114.44,18,6.36,18,6.36,18,6.36,1,1
,,,,10:30 - 10:44,Cashier,128.13,17,7.54,17,7.54,17,7.54,1,1
,,,,10:45 - 10:59,Cashier,68.8,13,5.29,13,5.29,13,5.29,1,1
,,,,11:00 - 11:14,Cashier,74.54,10,7.45,10,7.45,10,7.45,1,1
,,,,11:15 - 11:29,Cashier,37.07,6,6.18,6,6.18,6,6.18,1,1
,,,,11:30 - 11:44,Cashier,80.87,10,8.09,10,8.09,10,8.09,1,1
,,,,11:45 - 11:59,Cashier,109.12,14,7.79,14,7.79,14,7.79,1,1
,,,,12:00 - 12:14,Cashier,91.01,13,7,13,7,13,7,1,1
,,,,12:15 - 12:29,Cashier,102.74,14,7.34,14,7.34,14,7.34,1,1
,,,,12:30 - 12:44,Cashier,71.12,9,7.9,9,7.9,9,7.9,1,1
,,,,12:45 - 12:59,Cashier,66.97,10,6.7,10,6.7,10,6.7,1,1
,,,,13:00 - 13:14,Cashier,62.95,9,6.99,9,6.99,9,6.99,1,1
,,,,13:15 - 13:29,Cashier,35.48,8,4.43,8,4.43,8,4.43,1,1
,,,,13:30 - 13:44,Cashier,87.36,14,6.24,14,6.24,14,6.24,1,1
,,,,13:45 - 13:59,Cashier,25.68,6,4.28,6,4.28,6,4.28,1,1
,,,,14:00 - 14:14,Cashier,9,2,4.5,2,4.5,2,4.5,1,1
,,,,14:15 - 14:29,Cashier,31.34,8,3.92,8,3.92,8,3.92,1,1
,,,,14:30 - 14:44,Cashier,32.23,6,5.37,6,5.37,6,5.37,1,1
,,,,14:45 - 14:59,Cashier,32.77,8,4.1,8,4.1,8,4.1,1,1
,,,,15:00 - 15:14,Cashier,16.67,3,5.56,3,5.56,3,5.56,1,1
,,,,15:15 - 15:29,Cashier,56.21,11,5.11,11,5.11,11,5.11,1,1
,,,,15:30 - 15:44,Cashier,86.48,12,7.21,12,7.21,12,7.21,1,1
,,,,15:45 - 15:59,Cashier,9.2,2,4.6,2,4.6,2,4.6,1,1
,,,,16:00 - 16:14,Cashier,11,3,3.67,3,3.67,3,3.67,1,1
,,,,16:15 - 16:29,Cashier,36.07,7,5.15,7,5.15,7,5.15,1,1
,,,,16:30 - 16:44,Cashier,23.23,4,5.81,4,5.81,4,5.81,1,1
,,,30,---,---,1915.57,304,6.3,304,6.3,304,6.3,1,1
,,,31,07:45 - 07:59,Cashier,4.25,1,4.25,1,4.25,1,4.25,1,1
,,,,08:00 - 08:14,Cashier,23.85,4,5.96,4,5.96,4,5.96,1,1
,,,,08:15 - 08:29,Cashier,21.2,4,5.3,4,5.3,4,5.3,1,1
,,,,08:30 - 08:44,Cashier,32.93,7,4.7,7,4.7,7,4.7,1,1
,,,,08:45 - 08:59,Cashier,22.4,5,4.48,5,4.48,5,4.48,1,1
,,,,09:00 - 09:14,Cashier,40.19,5,8.04,5,8.04,5,8.04,1,1
,,,,09:15 - 09:29,Cashier,28.78,7,4.11,7,4.11,7,4.11,1,1
,,,,09:30 - 09:44,Cashier,24.01,4,6,4,6,4,6,1,1
,,,,09:45 - 09:59,Cashier,16.5,3,5.5,3,5.5,3,5.5,1,1
,,,,10:00 - 10:14,Cashier,55.54,6,9.26,6,9.26,6,9.26,1,1
,,,,10:15 - 10:29,Cashier,74.18,11,6.74,11,6.74,11,6.74,1,1
,,,,10:30 - 10:44,Cashier,48.92,9,5.44,9,5.44,9,5.44,1,1
,,,,10:45 - 10:59,Cashier,52.48,10,5.25,10,5.25,10,5.25,1,1
,,,,11:00 - 11:14,Cashier,54.21,9,6.02,8,6.78,9,6.02,0.89,0.89
,,,,11:15 - 11:29,Cashier,83.49,14,5.96,14,5.96,14,5.96,1,1
,,,,11:30 - 11:44,Cashier,123.73,20,6.19,20,6.19,20,6.19,1,1
,,,,11:45 - 11:59,Cashier,152.13,17,8.95,17,8.95,17,8.95,1,1
,,,,12:00 - 12:14,Cashier,62.7,12,5.22,12,5.22,12,5.22,1,1
,,,,12:15 - 12:29,Cashier,118.48,15,7.9,15,7.9,15,7.9,1,1
,,,,12:30 - 12:44,Cashier,134.53,18,7.47,18,7.47,18,7.47,1,1
,,,,12:45 - 12:59,Cashier,119.76,18,6.65,18,6.65,18,6.65,1,1
,,,,13:00 - 13:14,Cashier,46.53,6,7.75,6,7.75,6,7.75,1,1
,,,,13:15 - 13:29,Cashier,51.07,10,5.11,10,5.11,10,5.11,1,1
,,,,13:30 - 13:44,Cashier,36.59,9,4.07,9,4.07,9,4.07,1,1
,,,,13:45 - 13:59,Cashier,36.69,8,4.59,8,4.59,8,4.59,1,1
,,,,14:00 - 14:14,Cashier,4.25,1,4.25,1,4.25,1,4.25,1,1
,,,,14:15 - 14:29,Cashier,45.09,10,4.51,10,4.51,10,4.51,1,1
,,,,14:30 - 14:44,Cashier,40.22,7,5.75,7,5.75,7,5.75,1,1
,,,,14:45 - 14:59,Cashier,11.35,3,3.78,3,3.78,3,3.78,1,1
,,,,15:00 - 15:14,Cashier,21.6,4,5.4,4,5.4,4,5.4,1,1
,,,,15:15 - 15:29,Cashier,48.74,9,5.42,9,5.42,9,5.42,1,1
,,,,15:30 - 15:44,Cashier,21.43,5,4.29,5,4.29,5,4.29,1,1
,,,,15:45 - 15:59,Cashier,17.34,4,4.33,4,4.33,4,4.33,1,1
,,,,16:00 - 16:14,Cashier,19.64,3,6.55,3,6.55,3,6.55,1,1
,,,,16:15 - 16:29,Cashier,15.73,3,5.24,3,5.24,3,5.24,1,1
,,,,16:30 - 16:44,Cashier,6.25,1,6.25,1,6.25,1,6.25,1,1
,,,,16:45 - 16:59,Cashier,10.7,2,5.35,2,5.35,2,5.35,1,1
,,,31,---,---,1727.48,284,6.08,283,6.1,284,6.08,1,1
,,3,---,---,---,20788.3,3340,6.22,3336,6.23,3340,6.22,1,1
,2022,---,---,---,---,44671.48,7075,6.31,7064,6.32,7075,6.31,1,1
UW Dining,---,---,---,---,---,44671.48,7075,6.31,7064,6.32,7075,6.31,1,1
Grand Total,---,---,---,---,---,44671.48,7075,6.31,7064,6.32,7075,6.31,1,1
