Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
2022,3,1,07:00 - 07:14,Cashier,8.2,2,4.1,2,4.1,2,4.1,1,1
,,,07:15 - 07:29,Cashier,36.32,6,6.05,6,6.05,6,6.05,1,1
,,,07:30 - 07:44,Cashier,9.53,2,4.76,2,4.76,2,4.76,1,1
,,,07:45 - 07:59,Cashier,26.53,2,13.27,2,13.27,2,13.27,1,1
,,,08:00 - 08:14,Cashier,43.55,6,7.26,6,7.26,6,7.26,1,1
,,,08:15 - 08:29,Cashier,44.82,6,7.47,6,7.47,6,7.47,1,1
,,,08:30 - 08:44,Cashier,27.34,4,6.83,4,6.83,4,6.83,1,1
,,,08:45 - 08:59,Cashier,30.63,5,6.13,5,6.13,5,6.13,1,1
,,,09:00 - 09:14,Cashier,34.45,5,6.89,5,6.89,5,6.89,1,1
,,,09:15 - 09:29,Cashier,80.65,9,8.96,9,8.96,9,8.96,1,1
,,,09:30 - 09:44,Cashier,17.88,3,5.96,3,5.96,3,5.96,1,1
,,,09:45 - 09:59,Cashier,62.08,9,6.9,9,6.9,9,6.9,1,1
,,,10:00 - 10:14,Cashier,82.95,9,9.22,9,9.22,9,9.22,1,1
,,,10:15 - 10:29,Cashier,46.33,6,7.72,6,7.72,6,7.72,1,1
,,,10:30 - 10:44,Cashier,35.38,5,7.08,5,7.08,5,7.08,1,1
,,,10:45 - 10:59,Cashier,70.21,8,8.78,8,8.78,8,8.78,1,1
,,,11:00 - 11:14,Cashier,113.12,10,11.31,10,11.31,10,11.31,1,1
,,,11:15 - 11:29,Cashier,49.07,5,9.81,5,9.81,5,9.81,1,1
,,,11:30 - 11:44,Cashier,67.92,7,9.7,7,9.7,7,9.7,1,1
,,,11:45 - 11:59,Cashier,99.33,12,8.28,12,8.28,12,8.28,1,1
,,,12:00 - 12:14,Cashier,72.09,10,7.21,10,7.21,10,7.21,1,1
,,,12:15 - 12:29,Cashier,49.61,6,8.27,6,8.27,6,8.27,1,1
,,,12:30 - 12:44,Cashier,47.86,8,5.98,8,5.98,8,5.98,1,1
,,,12:45 - 12:59,Cashier,42.17,7,6.02,7,6.02,7,6.02,1,1
,,,13:00 - 13:14,Cashier,39.05,5,7.81,5,7.81,5,7.81,1,1
,,,13:15 - 13:29,Cashier,9.94,2,4.97,2,4.97,2,4.97,1,1
,,,13:30 - 13:44,Cashier,17.69,3,5.9,3,5.9,3,5.9,1,1
,,,13:45 - 13:59,Cashier,45.82,5,9.16,5,9.16,5,9.16,1,1
,,,14:00 - 14:14,Cashier,37.25,7,5.32,7,5.32,7,5.32,1,1
,,,14:15 - 14:29,Cashier,7.6,2,3.8,2,3.8,2,3.8,1,1
,,,14:30 - 14:44,Cashier,10.89,3,3.63,3,3.63,3,3.63,1,1
,,,14:45 - 14:59,Cashier,10.99,1,10.99,1,10.99,1,10.99,1,1
,,,15:00 - 15:14,Cashier,19.44,4,4.86,4,4.86,4,4.86,1,1
,,,15:15 - 15:29,Cashier,50.03,5,10.01,5,10.01,5,10.01,1,1
,,,15:30 - 15:44,Cashier,3,1,3,1,3,1,3,1,1
,,,15:45 - 15:59,Cashier,19.48,3,6.49,3,6.49,3,6.49,1,1
,,,16:00 - 16:14,Cashier,6.2,2,3.1,2,3.1,2,3.1,1,1
,,,16:15 - 16:29,Cashier,10.1,2,5.05,2,5.05,2,5.05,1,1
,,,16:30 - 16:44,Cashier,16.85,3,5.62,3,5.62,3,5.62,1,1
,,,16:45 - 16:59,Cashier,2.45,1,2.45,1,2.45,1,2.45,1,1
,,,17:00 - 17:14,Cashier,24.4,2,12.2,2,12.2,2,12.2,1,1
,,,17:15 - 17:29,Cashier,9.7,1,9.7,1,9.7,1,9.7,1,1
,,1,---,---,1538.9,204,7.54,204,7.54,204,7.54,1,1
,,2,07:00 - 07:14,Cashier,10.05,2,5.03,2,5.03,2,5.03,1,1
,,,07:15 - 07:29,Cashier,47.68,5,9.54,5,9.54,5,9.54,1,1
,,,07:30 - 07:44,Cashier,68.9,8,8.61,8,8.61,8,8.61,1,1
,,,07:45 - 07:59,Cashier,20.05,2,10.03,2,10.03,2,10.03,1,1
,,,08:00 - 08:14,Cashier,32.53,4,8.13,4,8.13,4,8.13,1,1
,,,08:15 - 08:29,Cashier,17.64,3,5.88,3,5.88,3,5.88,1,1
,,,08:30 - 08:44,Cashier,19.04,3,6.35,3,6.35,3,6.35,1,1
,,,08:45 - 08:59,Cashier,51.1,9,5.68,9,5.68,9,5.68,1,1
,,,09:00 - 09:14,Cashier,62.5,7,8.93,7,8.93,7,8.93,1,1
,,,09:15 - 09:29,Cashier,24.55,6,4.09,6,4.09,6,4.09,1,1
,,,09:30 - 09:44,Cashier,27.44,4,6.86,4,6.86,4,6.86,1,1
,,,09:45 - 09:59,Cashier,21.89,3,7.3,3,7.3,3,7.3,1,1
,,,10:00 - 10:14,Cashier,33.81,7,4.83,7,4.83,7,4.83,1,1
,,,10:15 - 10:29,Cashier,79.05,10,7.91,10,7.91,10,7.91,1,1
,,,10:30 - 10:44,Cashier,61.26,11,5.57,11,5.57,11,5.57,1,1
,,,10:45 - 10:59,Cashier,57.04,6,9.51,6,9.51,6,9.51,1,1
,,,11:00 - 11:14,Cashier,59.4,8,7.42,8,7.42,8,7.42,1,1
,,,11:15 - 11:29,Cashier,46.28,5,9.26,5,9.26,5,9.26,1,1
,,,11:30 - 11:44,Cashier,75,6,12.5,6,12.5,6,12.5,1,1
,,,11:45 - 11:59,Cashier,55.68,5,11.14,5,11.14,5,11.14,1,1
,,,12:00 - 12:14,Cashier,81.41,8,10.18,8,10.18,8,10.18,1,1
,,,12:15 - 12:29,Cashier,12.2,1,12.2,1,12.2,1,12.2,1,1
,,,12:30 - 12:44,Cashier,71.79,8,8.97,8,8.97,8,8.97,1,1
,,,12:45 - 12:59,Cashier,44.68,8,5.58,8,5.58,8,5.58,1,1
,,,13:00 - 13:14,Cashier,17.45,2,8.72,2,8.72,2,8.72,1,1
,,,13:15 - 13:29,Cashier,52.54,8,6.57,8,6.57,8,6.57,1,1
,,,13:30 - 13:44,Cashier,61.77,7,8.82,7,8.82,7,8.82,1,1
,,,13:45 - 13:59,Cashier,4.95,1,4.95,1,4.95,1,4.95,1,1
,,,14:00 - 14:14,Cashier,30.92,3,10.31,3,10.31,3,10.31,1,1
,,,14:15 - 14:29,Cashier,5.4,1,5.4,1,5.4,1,5.4,1,1
,,,14:30 - 14:44,Cashier,48.19,6,8.03,6,8.03,6,8.03,1,1
,,,14:45 - 14:59,Cashier,16.65,2,8.32,2,8.32,2,8.32,1,1
,,,15:00 - 15:14,Cashier,25.74,4,6.43,4,6.43,4,6.43,1,1
,,,15:15 - 15:29,Cashier,11.79,2,5.89,2,5.89,2,5.89,1,1
,,,15:30 - 15:44,Cashier,22.9,3,7.63,3,7.63,3,7.63,1,1
,,,15:45 - 15:59,Cashier,10.9,2,5.45,2,5.45,2,5.45,1,1
,,,16:00 - 16:14,Cashier,22.82,3,7.61,3,7.61,3,7.61,1,1
,,,16:15 - 16:29,Cashier,7.04,2,3.52,2,3.52,2,3.52,1,1
,,,16:30 - 16:44,Cashier,2.45,1,2.45,1,2.45,1,2.45,1,1
,,,16:45 - 16:59,Cashier,32.03,3,10.68,3,10.68,3,10.68,1,1
,,,17:00 - 17:14,Cashier,16.6,3,5.53,3,5.53,3,5.53,1,1
,,,17:15 - 17:29,Cashier,21.14,3,7.05,3,7.05,3,7.05,1,1
,,,17:30 - 17:44,Cashier,4.85,1,4.85,1,4.85,1,4.85,1,1
,,,17:45 - 17:59,Cashier,2.95,1,2.95,1,2.95,1,2.95,1,1
,,2,---,---,1500.05,197,7.61,197,7.61,197,7.61,1,1
,,3,07:00 - 07:14,Cashier,12.73,2,6.37,2,6.37,2,6.37,1,1
,,,07:15 - 07:29,Cashier,21.68,4,5.42,4,5.42,4,5.42,1,1
,,,07:30 - 07:44,Cashier,13.9,2,6.95,2,6.95,2,6.95,1,1
,,,07:45 - 07:59,Cashier,25.13,5,5.03,5,5.03,5,5.03,1,1
,,,08:00 - 08:14,Cashier,70.54,8,8.82,8,8.82,8,8.82,1,1
,,,08:15 - 08:29,Cashier,36.53,4,9.13,4,9.13,4,9.13,1,1
,,,08:30 - 08:44,Cashier,38.07,6,6.34,6,6.34,6,6.34,1,1
,,,08:45 - 08:59,Cashier,47,6,7.83,6,7.83,6,7.83,1,1
,,,09:00 - 09:14,Cashier,54.21,8,6.78,8,6.78,8,6.78,1,1
,,,09:15 - 09:29,Cashier,34.09,6,5.68,6,5.68,6,5.68,1,1
,,,09:30 - 09:44,Cashier,78.28,10,7.83,10,7.83,10,7.83,1,1
,,,09:45 - 09:59,Cashier,51.28,5,10.26,5,10.26,5,10.26,1,1
,,,10:00 - 10:14,Cashier,37.17,5,7.43,5,7.43,5,7.43,1,1
,,,10:15 - 10:29,Cashier,99.27,15,6.62,15,6.62,15,6.62,1,1
,,,10:30 - 10:44,Cashier,86.96,12,7.25,12,7.25,12,7.25,1,1
,,,10:45 - 10:59,Cashier,24.19,3,8.06,3,8.06,3,8.06,1,1
,,,11:00 - 11:14,Cashier,54.81,8,6.85,8,6.85,8,6.85,1,1
,,,11:15 - 11:29,Cashier,69.18,7,9.88,7,9.88,7,9.88,1,1
,,,11:30 - 11:44,Cashier,46.07,8,5.76,8,5.76,8,5.76,1,1
,,,11:45 - 11:59,Cashier,108.23,17,6.37,17,6.37,17,6.37,1,1
,,,12:00 - 12:14,Cashier,50.95,6,8.49,6,8.49,6,8.49,1,1
,,,12:15 - 12:29,Cashier,61.31,5,12.26,5,12.26,5,12.26,1,1
,,,12:30 - 12:44,Cashier,82.59,10,8.26,10,8.26,10,8.26,1,1
,,,12:45 - 12:59,Cashier,94.33,11,8.58,11,8.58,11,8.58,1,1
,,,13:00 - 13:14,Cashier,76.8,9,8.53,9,8.53,9,8.53,1,1
,,,13:15 - 13:29,Cashier,51.88,8,6.49,8,6.49,8,6.49,1,1
,,,13:30 - 13:44,Cashier,47.9,7,6.84,7,6.84,7,6.84,1,1
,,,13:45 - 13:59,Cashier,10.75,2,5.38,2,5.38,2,5.38,1,1
,,,14:00 - 14:14,Cashier,31.44,6,5.24,6,5.24,6,5.24,1,1
,,,14:30 - 14:44,Cashier,69.33,9,7.7,9,7.7,9,7.7,1,1
,,,14:45 - 14:59,Cashier,17.48,3,5.83,3,5.83,3,5.83,1,1
,,,15:00 - 15:14,Cashier,0.99,1,0.99,1,0.99,1,0.99,1,1
,,,15:15 - 15:29,Cashier,19.05,4,4.76,4,4.76,4,4.76,1,1
,,,15:30 - 15:44,Cashier,5.99,1,5.99,1,5.99,1,5.99,1,1
,,,15:45 - 15:59,Cashier,36.2,5,7.24,5,7.24,5,7.24,1,1
,,,16:00 - 16:14,Cashier,2.55,1,2.55,1,2.55,1,2.55,1,1
,,,16:15 - 16:29,Cashier,15.8,4,3.95,4,3.95,4,3.95,1,1
,,,16:45 - 16:59,Cashier,4.99,1,4.99,1,4.99,1,4.99,1,1
,,,17:00 - 17:14,Cashier,40.89,4,10.22,4,10.22,4,10.22,1,1
,,,17:15 - 17:29,Cashier,6.2,1,6.2,1,6.2,1,6.2,1,1
,,,17:30 - 17:44,Cashier,2.45,1,2.45,1,2.45,1,2.45,1,1
,,,17:45 - 17:59,Cashier,2.45,1,2.45,1,2.45,1,2.45,1,1
,,3,---,---,1741.64,241,7.23,241,7.23,241,7.23,1,1
,,4,07:00 - 07:14,Cashier,3.45,1,3.45,1,3.45,1,3.45,1,1
,,,07:15 - 07:29,Cashier,50.72,5,10.14,5,10.14,5,10.14,1,1
,,,07:30 - 07:44,Cashier,24.04,5,4.81,5,4.81,5,4.81,1,1
,,,07:45 - 07:59,Cashier,27.73,4,6.93,4,6.93,4,6.93,1,1
,,,08:00 - 08:14,Cashier,41.71,6,6.95,6,6.95,6,6.95,1,1
,,,08:15 - 08:29,Cashier,49.33,4,12.33,4,12.33,4,12.33,1,1
,,,08:30 - 08:44,Cashier,20.39,3,6.8,3,6.8,3,6.8,1,1
,,,08:45 - 08:59,Cashier,47.71,6,7.95,6,7.95,6,7.95,1,1
,,,09:00 - 09:14,Cashier,64.07,8,8.01,8,8.01,8,8.01,1,1
,,,09:15 - 09:29,Cashier,86.06,11,7.82,11,7.82,11,7.82,1,1
,,,09:30 - 09:44,Cashier,66.95,10,6.7,10,6.7,10,6.7,1,1
,,,09:45 - 09:59,Cashier,45.96,7,6.57,7,6.57,7,6.57,1,1
,,,10:00 - 10:14,Cashier,74.83,9,8.31,9,8.31,9,8.31,1,1
,,,10:15 - 10:29,Cashier,92.01,13,7.08,13,7.08,13,7.08,1,1
,,,10:30 - 10:44,Cashier,84.1,10,8.41,10,8.41,10,8.41,1,1
,,,10:45 - 10:59,Cashier,13.62,3,4.54,3,4.54,3,4.54,1,1
,,,11:00 - 11:14,Cashier,72.55,9,8.06,9,8.06,9,8.06,1,1
,,,11:15 - 11:29,Cashier,75.45,10,7.54,10,7.54,10,7.54,1,1
,,,11:30 - 11:44,Cashier,88.71,11,8.06,11,8.06,11,8.06,1,1
,,,11:45 - 11:59,Cashier,40.5,4,10.13,4,10.13,4,10.13,1,1
,,,12:00 - 12:14,Cashier,106.18,12,8.85,12,8.85,12,8.85,1,1
,,,12:15 - 12:29,Cashier,95.91,11,8.72,11,8.72,11,8.72,1,1
,,,12:30 - 12:44,Cashier,37.65,7,5.38,7,5.38,7,5.38,1,1
,,,12:45 - 12:59,Cashier,69.81,12,5.82,12,5.82,12,5.82,1,1
,,,13:00 - 13:14,Cashier,15.84,4,3.96,4,3.96,4,3.96,1,1
,,,13:15 - 13:29,Cashier,82.19,7,11.74,7,11.74,7,11.74,1,1
,,,13:30 - 13:44,Cashier,119.13,6,19.86,6,19.86,6,19.86,1,1
,,,13:45 - 13:59,Cashier,46.23,6,7.71,6,7.71,6,7.71,1,1
,,,14:00 - 14:14,Cashier,68.99,9,7.67,9,7.67,9,7.67,1,1
,,,14:15 - 14:29,Cashier,55,7,7.86,7,7.86,7,7.86,1,1
,,,14:30 - 14:44,Cashier,30.74,5,6.15,5,6.15,5,6.15,1,1
,,,14:45 - 14:59,Cashier,40.01,7,5.72,7,5.72,7,5.72,1,1
,,,15:00 - 15:14,Cashier,21.6,3,7.2,3,7.2,3,7.2,1,1
,,,15:15 - 15:29,Cashier,37,6,6.17,6,6.17,6,6.17,1,1
,,,15:30 - 15:44,Cashier,56.98,9,6.33,9,6.33,9,6.33,1,1
,,,15:45 - 15:59,Cashier,20.34,4,5.08,4,5.08,4,5.08,1,1
,,,16:15 - 16:29,Cashier,13.79,2,6.89,2,6.89,2,6.89,1,1
,,,16:30 - 16:44,Cashier,40.13,8,5.02,8,5.02,8,5.02,1,1
,,,16:45 - 16:59,Cashier,13.54,1,13.54,1,13.54,1,13.54,1,1
,,,17:00 - 17:14,Cashier,17.15,2,8.57,2,8.57,2,8.57,1,1
,,,17:15 - 17:29,Cashier,0,1,0,1,0,1,0,1,1
,,,19:30 - 19:44,Cashier,0,1,0,0,0,1,0,0,0
,,4,---,---,2058.1,269,7.65,268,7.68,269,7.65,1,1
,,5,09:00 - 09:14,Cashier,39.36,4,9.84,4,9.84,4,9.84,1,1
,,,09:15 - 09:29,Cashier,19.64,3,6.55,3,6.55,3,6.55,1,1
,,,09:30 - 09:44,Cashier,29.38,4,7.34,4,7.34,4,7.34,1,1
,,,09:45 - 09:59,Cashier,14.15,3,4.72,3,4.72,3,4.72,1,1
,,,10:00 - 10:14,Cashier,47.06,5,9.41,5,9.41,5,9.41,1,1
,,,10:15 - 10:29,Cashier,105.47,8,13.18,8,13.18,8,13.18,1,1
,,,10:30 - 10:44,Cashier,75.59,8,9.45,8,9.45,8,9.45,1,1
,,,10:45 - 10:59,Cashier,103.79,10,10.38,10,10.38,10,10.38,1,1
,,,11:00 - 11:14,Cashier,83.73,9,9.3,9,9.3,9,9.3,1,1
,,,11:15 - 11:29,Cashier,107.23,13,8.25,13,8.25,13,8.25,1,1
,,,11:30 - 11:44,Cashier,88.68,9,9.85,9,9.85,9,9.85,1,1
,,,11:45 - 11:59,Cashier,30.54,5,6.11,5,6.11,5,6.11,1,1
,,,12:00 - 12:14,Cashier,58.37,7,8.34,7,8.34,7,8.34,1,1
,,,12:15 - 12:29,Cashier,69.21,4,17.3,4,17.3,4,17.3,1,1
,,,12:30 - 12:44,Cashier,21.85,3,7.28,3,7.28,3,7.28,1,1
,,,12:45 - 12:59,Cashier,48.89,7,6.98,7,6.98,7,6.98,1,1
,,,13:00 - 13:14,Cashier,25.73,3,8.58,3,8.58,3,8.58,1,1
,,,13:15 - 13:29,Cashier,51.02,7,7.29,7,7.29,7,7.29,1,1
,,,13:30 - 13:44,Cashier,4.99,1,4.99,1,4.99,1,4.99,1,1
,,,13:45 - 13:59,Cashier,14.39,2,7.2,2,7.2,2,7.2,1,1
,,,14:00 - 14:14,Cashier,22.29,4,5.57,4,5.57,4,5.57,1,1
,,,14:15 - 14:29,Cashier,40.35,5,8.07,5,8.07,5,8.07,1,1
,,,14:30 - 14:44,Cashier,53.83,6,8.97,6,8.97,6,8.97,1,1
,,,14:45 - 14:59,Cashier,42.79,6,7.13,6,7.13,6,7.13,1,1
,,,15:00 - 15:14,Cashier,32.68,3,10.89,3,10.89,3,10.89,1,1
,,,15:15 - 15:29,Cashier,65.94,7,9.42,7,9.42,7,9.42,1,1
,,,15:30 - 15:44,Cashier,31.18,4,7.79,4,7.79,4,7.79,1,1
,,,15:45 - 15:59,Cashier,4.95,1,4.95,1,4.95,1,4.95,1,1
,,,16:00 - 16:14,Cashier,12.24,2,6.12,2,6.12,2,6.12,1,1
,,,16:15 - 16:29,Cashier,17.84,4,4.46,4,4.46,4,4.46,1,1
,,,16:30 - 16:44,Cashier,22.89,5,4.58,5,4.58,5,4.58,1,1
,,,16:45 - 16:59,Cashier,4.95,1,4.95,1,4.95,1,4.95,1,1
,,,17:00 - 17:14,Cashier,5.25,1,5.25,1,5.25,1,5.25,1,1
,,,17:15 - 17:29,Cashier,5.45,1,5.45,1,5.45,1,5.45,1,1
,,,17:30 - 17:44,Cashier,2.18,2,1.09,2,1.09,2,1.09,1,1
,,,17:45 - 17:59,Cashier,5.54,2,2.77,2,2.77,2,2.77,1,1
,,5,---,---,1409.42,169,8.34,169,8.34,169,8.34,1,1
,,6,09:00 - 09:14,Cashier,84.93,11,7.72,11,7.72,11,7.72,1,1
,,,09:15 - 09:29,Cashier,40.44,5,8.09,5,8.09,5,8.09,1,1
,,,09:30 - 09:44,Cashier,68.37,7,9.77,7,9.77,7,9.77,1,1
,,,09:45 - 09:59,Cashier,48.62,5,9.72,5,9.72,5,9.72,1,1
,,,10:00 - 10:14,Cashier,41.94,7,5.99,7,5.99,7,5.99,1,1
,,,10:15 - 10:29,Cashier,62,7,8.86,7,8.86,7,8.86,1,1
,,,10:30 - 10:44,Cashier,63.74,7,9.11,7,9.11,7,9.11,1,1
,,,10:45 - 10:59,Cashier,88.38,12,7.37,12,7.37,12,7.37,1,1
,,,11:00 - 11:14,Cashier,96.3,11,8.75,11,8.75,11,8.75,1,1
,,,11:15 - 11:29,Cashier,31.3,4,7.83,4,7.83,4,7.83,1,1
,,,11:30 - 11:44,Cashier,83.05,8,10.38,8,10.38,8,10.38,1,1
,,,11:45 - 11:59,Cashier,75.89,8,9.49,8,9.49,8,9.49,1,1
,,,12:00 - 12:14,Cashier,32.52,3,10.84,3,10.84,3,10.84,1,1
,,,12:15 - 12:29,Cashier,77.81,9,8.65,9,8.65,9,8.65,1,1
,,,12:30 - 12:44,Cashier,46.68,6,7.78,6,7.78,6,7.78,1,1
,,,12:45 - 12:59,Cashier,37.99,6,6.33,6,6.33,6,6.33,1,1
,,,13:00 - 13:14,Cashier,33.71,4,8.43,4,8.43,4,8.43,1,1
,,,13:15 - 13:29,Cashier,42.13,5,8.43,5,8.43,5,8.43,1,1
,,,13:30 - 13:44,Cashier,104.64,12,8.72,12,8.72,12,8.72,1,1
,,,13:45 - 13:59,Cashier,64.23,9,7.14,9,7.14,9,7.14,1,1
,,,14:00 - 14:14,Cashier,24.75,4,6.19,4,6.19,4,6.19,1,1
,,,14:15 - 14:29,Cashier,60.67,8,7.58,8,7.58,8,7.58,1,1
,,,14:30 - 14:44,Cashier,16.55,2,8.28,2,8.28,2,8.28,1,1
,,,14:45 - 14:59,Cashier,10.7,2,5.35,2,5.35,2,5.35,1,1
,,,15:00 - 15:14,Cashier,12.2,2,6.1,2,6.1,2,6.1,1,1
,,,15:15 - 15:29,Cashier,33.93,5,6.79,5,6.79,5,6.79,1,1
,,,15:30 - 15:44,Cashier,4.45,1,4.45,1,4.45,1,4.45,1,1
,,,16:00 - 16:14,Cashier,144.49,6,24.08,6,24.08,6,24.08,1,1
,,,16:30 - 16:44,Cashier,23.1,2,11.55,2,11.55,2,11.55,1,1
,,,16:45 - 16:59,Cashier,8.4,2,4.2,2,4.2,2,4.2,1,1
,,,17:00 - 17:14,Cashier,5.25,1,5.25,1,5.25,1,5.25,1,1
,,,17:15 - 17:29,Cashier,34.23,5,6.85,5,6.85,5,6.85,1,1
,,6,---,---,1603.39,186,8.62,186,8.62,186,8.62,1,1
,,7,07:00 - 07:14,Cashier,25.47,5,5.09,5,5.09,5,5.09,1,1
,,,07:15 - 07:29,Cashier,25.18,3,8.39,3,8.39,3,8.39,1,1
,,,07:30 - 07:44,Cashier,9.39,2,4.7,2,4.7,2,4.7,1,1
,,,07:45 - 07:59,Cashier,5.64,1,5.64,1,5.64,1,5.64,1,1
,,,08:00 - 08:14,Cashier,49.02,7,7,7,7,7,7,1,1
,,,08:15 - 08:29,Cashier,47.47,8,5.93,8,5.93,8,5.93,1,1
,,,08:30 - 08:44,Cashier,59.05,10,5.91,10,5.91,10,5.91,1,1
,,,08:45 - 08:59,Cashier,79.29,8,9.91,8,9.91,8,9.91,1,1
,,,09:00 - 09:14,Cashier,48.67,5,9.73,5,9.73,5,9.73,1,1
,,,09:15 - 09:29,Cashier,48.78,7,6.97,7,6.97,7,6.97,1,1
,,,09:30 - 09:44,Cashier,78.66,9,8.74,9,8.74,9,8.74,1,1
,,,09:45 - 09:59,Cashier,60.42,7,8.63,7,8.63,7,8.63,1,1
,,,10:00 - 10:14,Cashier,106.58,11,9.69,11,9.69,11,9.69,1,1
,,,10:15 - 10:29,Cashier,94.77,11,8.62,11,8.62,11,8.62,1,1
,,,10:30 - 10:44,Cashier,84.84,13,6.53,13,6.53,13,6.53,1,1
,,,10:45 - 10:59,Cashier,44.82,6,7.47,6,7.47,6,7.47,1,1
,,,11:00 - 11:14,Cashier,60.39,7,8.63,7,8.63,7,8.63,1,1
,,,11:15 - 11:29,Cashier,21.02,6,3.5,6,3.5,6,3.5,1,1
,,,11:30 - 11:44,Cashier,72.06,8,9.01,8,9.01,8,9.01,1,1
,,,11:45 - 11:59,Cashier,88.88,11,8.08,11,8.08,11,8.08,1,1
,,,12:00 - 12:14,Cashier,49.1,7,7.01,7,7.01,7,7.01,1,1
,,,12:15 - 12:29,Cashier,29.34,5,5.87,5,5.87,5,5.87,1,1
,,,12:30 - 12:44,Cashier,102.33,12,8.53,12,8.53,12,8.53,1,1
,,,12:45 - 12:59,Cashier,68.7,9,7.63,9,7.63,9,7.63,1,1
,,,13:00 - 13:14,Cashier,64.37,9,7.15,9,7.15,9,7.15,1,1
,,,13:15 - 13:29,Cashier,22.59,5,4.52,5,4.52,5,4.52,1,1
,,,13:30 - 13:44,Cashier,64.08,7,9.15,7,9.15,7,9.15,1,1
