Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,10,12:45 - 12:59,Cashier,54.26,10,5.43,10,5.43,10,5.43,1.0,1.0
,,10,13:00 - 13:14,Cashier,86.92,13,6.69,13,6.69,13,6.69,1.0,1.0
,,10,13:15 - 13:29,Cashier,54.68,7,7.81,7,7.81,7,7.81,1.0,1.0
,,10,13:30 - 13:44,Cashier,35.41,5,7.08,5,7.08,5,7.08,1.0,1.0
,,10,13:45 - 13:59,Cashier,57.44,8,7.18,8,7.18,8,7.18,1.0,1.0
,,10,14:00 - 14:14,Cashier,43.72,7,6.25,7,6.25,7,6.25,1.0,1.0
,,10,14:15 - 14:29,Cashier,89.98,11,8.18,11,8.18,11,8.18,1.0,1.0
,,10,14:30 - 14:44,Cashier,96.13,13,7.39,13,7.39,13,7.39,1.0,1.0
,,10,14:45 - 14:59,Cashier,31.44,6,5.24,6,5.24,6,5.24,1.0,1.0
,,10,15:00 - 15:14,Cashier,78.32,11,7.12,11,7.12,11,7.12,1.0,1.0
,,10,15:15 - 15:29,Cashier,79.02,13,6.08,13,6.08,13,6.08,1.0,1.0
,,10,15:30 - 15:44,Cashier,90.16,12,7.51,12,7.51,12,7.51,1.0,1.0
,,10,15:45 - 15:59,Cashier,15.73,4,3.93,4,3.93,4,3.93,1.0,1.0
,,10,16:00 - 16:14,Cashier,25.46,4,6.37,4,6.37,4,6.37,1.0,1.0
,,10,16:15 - 16:29,Cashier,17.69,3,5.9,3,5.9,3,5.9,1.0,1.0
,,10,16:30 - 16:44,Cashier,42.94,6,7.16,6,7.16,6,7.16,1.0,1.0
,,10,16:45 - 16:59,Cashier,2.95,1,2.95,1,2.95,1,2.95,1.0,1.0
,,10,---,---,2153.31,308,6.99,308,6.99,308,6.99,1.0,1.0
,,11,07:30 - 07:44,Cashier,18.69,3,6.23,3,6.23,3,6.23,1.0,1.0
,,11,07:45 - 07:59,Cashier,13.44,3,4.48,3,4.48,3,4.48,1.0,1.0
,,11,08:00 - 08:14,Cashier,38.28,6,6.38,6,6.38,6,6.38,1.0,1.0
,,11,08:15 - 08:29,Cashier,51.12,8,6.39,8,6.39,8,6.39,1.0,1.0
,,11,08:30 - 08:44,Cashier,41.58,8,5.2,8,5.2,8,5.2,1.0,1.0
,,11,08:45 - 08:59,Cashier,46.17,7,6.6,7,6.6,7,6.6,1.0,1.0
,,11,09:00 - 09:14,Cashier,47.74,9,5.3,9,5.3,9,5.3,1.0,1.0
,,11,09:15 - 09:29,Cashier,61.97,11,5.63,11,5.63,11,5.63,1.0,1.0
,,11,09:30 - 09:44,Cashier,50.99,7,7.28,7,7.28,7,7.28,1.0,1.0
,,11,09:45 - 09:59,Cashier,27.93,5,5.59,5,5.59,5,5.59,1.0,1.0
,,11,10:00 - 10:14,Cashier,76.26,10,7.63,10,7.63,10,7.63,1.0,1.0
,,11,10:15 - 10:29,Cashier,103.59,14,7.4,14,7.4,14,7.4,1.0,1.0
,,11,10:30 - 10:44,Cashier,69.89,10,6.99,10,6.99,10,6.99,1.0,1.0
,,11,10:45 - 10:59,Cashier,26.4,4,6.6,4,6.6,4,6.6,1.0,1.0
,,11,11:00 - 11:14,Cashier,86.53,9,9.61,9,9.61,9,9.61,1.0,1.0
,,11,11:15 - 11:29,Cashier,113.34,15,7.56,15,7.56,15,7.56,1.0,1.0
,,11,11:30 - 11:44,Cashier,108.3,12,9.03,12,9.03,12,9.03,1.0,1.0
,,11,11:45 - 11:59,Cashier,81.59,11,7.42,11,7.42,11,7.42,1.0,1.0
,,11,12:00 - 12:14,Cashier,86.87,9,9.65,9,9.65,9,9.65,1.0,1.0
,,11,12:15 - 12:29,Cashier,147.29,17,8.66,17,8.66,17,8.66,1.0,1.0
,,11,12:30 - 12:44,Cashier,107.23,13,8.25,13,8.25,13,8.25,1.0,1.0
,,11,12:45 - 12:59,Cashier,44.93,8,5.62,8,5.62,8,5.62,1.0,1.0
,,11,13:00 - 13:14,Cashier,76.0,11,6.91,11,6.91,11,6.91,1.0,1.0
,,11,13:15 - 13:29,Cashier,115.97,14,8.28,14,8.28,14,8.28,1.0,1.0
,,11,13:30 - 13:44,Cashier,82.05,12,6.84,12,6.84,12,6.84,1.0,1.0
,,11,13:45 - 13:59,Cashier,16.9,3,5.63,3,5.63,3,5.63,1.0,1.0
,,11,14:00 - 14:14,Cashier,82.73,11,7.52,11,7.52,11,7.52,1.0,1.0
,,11,14:15 - 14:29,Cashier,36.22,10,3.62,10,3.62,10,3.62,1.0,1.0
,,11,14:30 - 14:44,Cashier,33.58,7,4.8,7,4.8,7,4.8,1.0,1.0
,,11,14:45 - 14:59,Cashier,17.44,3,5.81,3,5.81,3,5.81,1.0,1.0
,,11,15:00 - 15:14,Cashier,42.67,10,4.27,10,4.27,10,4.27,1.0,1.0
,,11,15:15 - 15:29,Cashier,33.32,9,3.7,9,3.7,9,3.7,1.0,1.0
,,11,15:30 - 15:44,Cashier,34.68,7,4.95,7,4.95,7,4.95,1.0,1.0
,,11,15:45 - 15:59,Cashier,26.89,5,5.38,5,5.38,5,5.38,1.0,1.0
,,11,16:00 - 16:14,Cashier,14.04,4,3.51,4,3.51,4,3.51,1.0,1.0
,,11,16:15 - 16:29,Cashier,25.48,6,4.25,6,4.25,6,4.25,1.0,1.0
,,11,16:30 - 16:44,Cashier,13.95,3,4.65,3,4.65,3,4.65,1.0,1.0
,,11,16:45 - 16:59,Cashier,10.2,3,3.4,3,3.4,3,3.4,1.0,1.0
,,11,---,---,2112.25,317,6.66,317,6.66,317,6.66,1.0,1.0
,,14,07:30 - 07:44,Cashier,24.74,6,4.12,6,4.12,6,4.12,1.0,1.0
,,14,07:45 - 07:59,Cashier,8.0,2,4.0,2,4.0,2,4.0,1.0,1.0
,,14,08:00 - 08:14,Cashier,4.75,1,4.75,1,4.75,1,4.75,1.0,1.0
,,14,08:15 - 08:29,Cashier,7.5,2,3.75,2,3.75,2,3.75,1.0,1.0
,,14,08:30 - 08:44,Cashier,2.59,1,2.59,1,2.59,1,2.59,1.0,1.0
,,14,08:45 - 08:59,Cashier,15.4,4,3.85,4,3.85,4,3.85,1.0,1.0
,,14,09:00 - 09:14,Cashier,32.25,4,8.06,4,8.06,4,8.06,1.0,1.0
,,14,09:15 - 09:29,Cashier,33.6,3,11.2,3,11.2,3,11.2,1.0,1.0
,,14,09:30 - 09:44,Cashier,37.18,6,6.2,6,6.2,6,6.2,1.0,1.0
,,14,09:45 - 09:59,Cashier,57.98,9,6.44,9,6.44,9,6.44,1.0,1.0
,,14,10:00 - 10:14,Cashier,22.85,4,5.71,4,5.71,4,5.71,1.0,1.0
,,14,10:15 - 10:29,Cashier,73.9,10,7.39,10,7.39,10,7.39,1.0,1.0
,,14,10:30 - 10:44,Cashier,64.67,10,6.47,10,6.47,10,6.47,1.0,1.0
,,14,10:45 - 10:59,Cashier,37.5,6,6.25,6,6.25,6,6.25,1.0,1.0
,,14,11:00 - 11:14,Cashier,45.03,5,9.01,5,9.01,5,9.01,1.0,1.0
,,14,11:15 - 11:29,Cashier,27.24,4,6.81,4,6.81,4,6.81,1.0,1.0
,,14,11:30 - 11:44,Cashier,99.2,6,16.53,6,16.53,6,16.53,1.0,1.0
,,14,11:45 - 11:59,Cashier,54.51,5,10.9,5,10.9,5,10.9,1.0,1.0
,,14,12:00 - 12:14,Cashier,95.98,10,9.6,10,9.6,10,9.6,1.0,1.0
,,14,12:15 - 12:29,Cashier,51.07,7,7.3,7,7.3,7,7.3,1.0,1.0
,,14,12:30 - 12:44,Cashier,74.41,10,7.44,10,7.44,10,7.44,1.0,1.0
,,14,12:45 - 12:59,Cashier,100.63,15,6.71,15,6.71,15,6.71,1.0,1.0
,,14,13:00 - 13:14,Cashier,34.82,7,4.97,7,4.97,7,4.97,1.0,1.0
,,14,13:15 - 13:29,Cashier,29.73,3,9.91,3,9.91,3,9.91,1.0,1.0
,,14,13:30 - 13:44,Cashier,32.59,6,5.43,6,5.43,6,5.43,1.0,1.0
,,14,13:45 - 13:59,Cashier,57.38,9,6.38,9,6.38,9,6.38,1.0,1.0
,,14,14:00 - 14:14,Cashier,42.24,9,4.69,9,4.69,9,4.69,1.0,1.0
,,14,14:15 - 14:29,Cashier,27.69,6,4.62,6,4.62,6,4.62,1.0,1.0
,,14,14:30 - 14:44,Cashier,21.74,4,5.43,4,5.43,4,5.43,1.0,1.0
,,14,15:00 - 15:14,Cashier,69.74,8,8.72,8,8.72,8,8.72,1.0,1.0
,,14,15:15 - 15:29,Cashier,6.89,2,3.44,2,3.44,2,3.44,1.0,1.0
,,14,15:30 - 15:44,Cashier,33.53,4,8.38,4,8.38,4,8.38,1.0,1.0
,,14,15:45 - 15:59,Cashier,33.92,5,6.78,5,6.78,5,6.78,1.0,1.0
,,14,16:00 - 16:14,Cashier,2.45,1,2.45,1,2.45,1,2.45,1.0,1.0
,,14,16:15 - 16:29,Cashier,29.89,4,7.47,4,7.47,4,7.47,1.0,1.0
,,14,16:30 - 16:44,Cashier,27.97,6,4.66,6,4.66,6,4.66,1.0,1.0
,,14,16:45 - 16:59,Cashier,30.1,4,7.53,4,7.53,4,7.53,1.0,1.0
,,14,---,---,1451.66,208,6.98,208,6.98,208,6.98,1.0,1.0
,,15,07:30 - 07:44,Cashier,9.39,2,4.7,2,4.7,2,4.7,1.0,1.0
,,15,08:00 - 08:14,Cashier,39.33,5,7.87,5,7.87,5,7.87,1.0,1.0
,,15,08:15 - 08:29,Cashier,16.0,4,4.0,4,4.0,4,4.0,1.0,1.0
,,15,08:30 - 08:44,Cashier,15.8,3,5.27,3,5.27,3,5.27,1.0,1.0
,,15,08:45 - 08:59,Cashier,16.55,3,5.52,3,5.52,3,5.52,1.0,1.0
,,15,09:00 - 09:14,Cashier,44.59,4,11.15,4,11.15,4,11.15,1.0,1.0
,,15,09:15 - 09:29,Cashier,23.58,6,3.93,6,3.93,6,3.93,1.0,1.0
,,15,09:30 - 09:44,Cashier,25.3,4,6.33,4,6.33,4,6.33,1.0,1.0
,,15,09:45 - 09:59,Cashier,25.9,4,6.47,4,6.47,4,6.47,1.0,1.0
,,15,10:00 - 10:14,Cashier,33.88,5,6.78,5,6.78,5,6.78,1.0,1.0
,,15,10:15 - 10:29,Cashier,54.67,6,9.11,6,9.11,6,9.11,1.0,1.0
,,15,10:30 - 10:44,Cashier,10.65,3,3.55,3,3.55,3,3.55,1.0,1.0
,,15,10:45 - 10:59,Cashier,21.54,3,7.18,3,7.18,3,7.18,1.0,1.0
,,15,11:00 - 11:14,Cashier,25.44,3,8.48,3,8.48,3,8.48,1.0,1.0
,,15,11:15 - 11:29,Cashier,5.55,1,5.55,1,5.55,1,5.55,1.0,1.0
,,15,11:30 - 11:44,Cashier,35.71,5,7.14,5,7.14,5,7.14,1.0,1.0
,,15,11:45 - 11:59,Cashier,40.09,5,8.02,5,8.02,5,8.02,1.0,1.0
,,15,12:00 - 12:14,Cashier,53.95,9,5.99,9,5.99,9,5.99,1.0,1.0
,,15,12:15 - 12:29,Cashier,58.15,5,11.63,5,11.63,5,11.63,1.0,1.0
,,15,12:30 - 12:44,Cashier,33.12,5,6.62,5,6.62,5,6.62,1.0,1.0
,,15,12:45 - 12:59,Cashier,36.79,5,7.36,5,7.36,5,7.36,1.0,1.0
,,15,13:00 - 13:14,Cashier,62.83,7,8.98,7,8.98,7,8.98,1.0,1.0
,,15,13:15 - 13:29,Cashier,26.15,4,6.54,4,6.54,4,6.54,1.0,1.0
,,15,13:30 - 13:44,Cashier,10.95,3,3.65,3,3.65,3,3.65,1.0,1.0
,,15,13:45 - 13:59,Cashier,68.75,11,6.25,11,6.25,11,6.25,1.0,1.0
,,15,14:00 - 14:14,Cashier,23.08,6,3.85,6,3.85,6,3.85,1.0,1.0
,,15,14:15 - 14:29,Cashier,75.5,7,10.79,7,10.79,7,10.79,1.0,1.0
,,15,14:30 - 14:44,Cashier,35.52,5,7.1,5,7.1,5,7.1,1.0,1.0
,,15,14:45 - 14:59,Cashier,48.37,5,9.67,5,9.67,5,9.67,1.0,1.0
,,15,15:00 - 15:14,Cashier,42.51,5,8.5,5,8.5,5,8.5,1.0,1.0
,,15,15:15 - 15:29,Cashier,38.7,6,6.45,6,6.45,6,6.45,1.0,1.0
,,15,15:30 - 15:44,Cashier,38.13,6,6.36,6,6.36,6,6.36,1.0,1.0
,,15,15:45 - 15:59,Cashier,13.45,2,6.72,2,6.72,2,6.72,1.0,1.0
,,15,16:00 - 16:14,Cashier,29.4,6,4.9,6,4.9,6,4.9,1.0,1.0
,,15,16:15 - 16:29,Cashier,18.19,4,4.55,4,4.55,4,4.55,1.0,1.0
,,15,16:30 - 16:44,Cashier,39.12,6,6.52,6,6.52,6,6.52,1.0,1.0
,,15,16:45 - 16:59,Cashier,21.99,3,7.33,3,7.33,3,7.33,1.0,1.0
,,15,17:00 - 17:14,Cashier,5.44,1,5.44,1,5.44,1,5.44,1.0,1.0
,,15,---,---,1224.06,177,6.92,177,6.92,177,6.92,1.0,1.0
,,16,07:30 - 07:44,Cashier,28.09,5,5.62,5,5.62,5,5.62,1.0,1.0
,,16,07:45 - 07:59,Cashier,8.3,2,4.15,2,4.15,2,4.15,1.0,1.0
,,16,08:00 - 08:14,Cashier,28.29,2,14.14,2,14.14,2,14.14,1.0,1.0
,,16,08:15 - 08:29,Cashier,13.99,2,7.0,2,7.0,2,7.0,1.0,1.0
,,16,08:30 - 08:44,Cashier,7.74,2,3.87,2,3.87,2,3.87,1.0,1.0
,,16,08:45 - 08:59,Cashier,35.08,6,5.85,6,5.85,6,5.85,1.0,1.0
,,16,09:00 - 09:14,Cashier,57.98,7,8.28,7,8.28,7,8.28,1.0,1.0
,,16,09:30 - 09:44,Cashier,38.33,5,7.67,5,7.67,5,7.67,1.0,1.0
,,16,09:45 - 09:59,Cashier,14.78,3,4.93,3,4.93,3,4.93,1.0,1.0
,,16,10:00 - 10:14,Cashier,49.88,7,7.13,7,7.13,7,7.13,1.0,1.0
,,16,10:15 - 10:29,Cashier,57.98,6,9.66,6,9.66,6,9.66,1.0,1.0
,,16,10:30 - 10:44,Cashier,66.19,8,8.27,8,8.27,8,8.27,1.0,1.0
,,16,10:45 - 10:59,Cashier,28.23,6,4.71,6,4.71,6,4.71,1.0,1.0
,,16,11:00 - 11:14,Cashier,53.38,9,5.93,9,5.93,9,5.93,1.0,1.0
,,16,11:15 - 11:29,Cashier,37.59,4,9.4,4,9.4,4,9.4,1.0,1.0
,,16,11:30 - 11:44,Cashier,16.89,3,5.63,3,5.63,3,5.63,1.0,1.0
,,16,11:45 - 11:59,Cashier,68.88,8,8.61,8,8.61,8,8.61,1.0,1.0
,,16,12:00 - 12:14,Cashier,67.29,8,8.41,8,8.41,8,8.41,1.0,1.0
,,16,12:15 - 12:29,Cashier,87.52,11,7.96,11,7.96,11,7.96,1.0,1.0
,,16,12:30 - 12:44,Cashier,42.46,6,7.08,6,7.08,6,7.08,1.0,1.0
,,16,12:45 - 12:59,Cashier,74.55,10,7.46,10,7.46,10,7.46,1.0,1.0
,,16,13:00 - 13:14,Cashier,39.19,5,7.84,5,7.84,5,7.84,1.0,1.0
,,16,13:15 - 13:29,Cashier,48.45,8,6.06,8,6.06,8,6.06,1.0,1.0
,,16,13:30 - 13:44,Cashier,24.78,5,4.96,5,4.96,5,4.96,1.0,1.0
,,16,13:45 - 13:59,Cashier,3.0,1,3.0,1,3.0,1,3.0,1.0,1.0
,,16,14:00 - 14:14,Cashier,7.49,2,3.75,2,3.75,2,3.75,1.0,1.0
,,16,14:15 - 14:29,Cashier,41.33,6,6.89,6,6.89,6,6.89,1.0,1.0
,,16,14:30 - 14:44,Cashier,54.05,7,7.72,7,7.72,7,7.72,1.0,1.0
,,16,14:45 - 14:59,Cashier,26.49,5,5.3,5,5.3,5,5.3,1.0,1.0
,,16,15:00 - 15:14,Cashier,39.04,6,6.51,6,6.51,6,6.51,1.0,1.0
,,16,15:15 - 15:29,Cashier,28.33,3,9.44,3,9.44,3,9.44,1.0,1.0
,,16,15:30 - 15:44,Cashier,40.88,7,5.84,7,5.84,7,5.84,1.0,1.0
,,16,15:45 - 15:59,Cashier,55.2,5,11.04,5,11.04,5,11.04,1.0,1.0
,,16,16:00 - 16:14,Cashier,7.34,2,3.67,2,3.67,2,3.67,1.0,1.0
,,16,16:15 - 16:29,Cashier,4.25,1,4.25,1,4.25,1,4.25,1.0,1.0
,,16,16:30 - 16:44,Cashier,30.88,4,7.72,4,7.72,4,7.72,1.0,1.0
,,16,16:45 - 16:59,Cashier,39.89,4,9.97,4,9.97,4,9.97,1.0,1.0
,,16,---,---,1374.01,191,7.19,191,7.19,191,7.19,1.0,1.0
,,17,07:30 - 07:44,Cashier,12.34,3,4.11,3,4.11,3,4.11,1.0,1.0
,,17,07:45 - 07:59,Cashier,22.39,4,5.6,4,5.6,4,5.6,1.0,1.0
,,17,08:00 - 08:14,Cashier,30.95,4,7.74,4,7.74,4,7.74,1.0,1.0
,,17,08:15 - 08:29,Cashier,11.8,4,2.95,4,2.95,4,2.95,1.0,1.0
,,17,08:30 - 08:44,Cashier,26.51,6,4.42,6,4.42,6,4.42,1.0,1.0
,,17,08:45 - 08:59,Cashier,24.03,3,8.01,3,8.01,3,8.01,1.0,1.0
,,17,09:00 - 09:14,Cashier,9.7,2,4.85,2,4.85,2,4.85,1.0,1.0
,,17,09:15 - 09:29,Cashier,50.48,9,5.61,9,5.61,9,5.61,1.0,1.0
,,17,09:30 - 09:44,Cashier,29.09,3,9.7,3,9.7,3,9.7,1.0,1.0
,,17,09:45 - 09:59,Cashier,3.95,1,3.95,1,3.95,1,3.95,1.0,1.0
,,17,10:00 - 10:14,Cashier,39.84,3,13.28,3,13.28,3,13.28,1.0,1.0
,,17,10:15 - 10:29,Cashier,26.17,4,6.54,4,6.54,4,6.54,1.0,1.0
,,17,10:30 - 10:44,Cashier,16.7,3,5.57,3,5.57,3,5.57,1.0,1.0
,,17,10:45 - 10:59,Cashier,15.24,3,5.08,3,5.08,3,5.08,1.0,1.0
,,17,11:00 - 11:14,Cashier,48.29,5,9.66,5,9.66,5,9.66,1.0,1.0
,,17,11:15 - 11:29,Cashier,49.0,7,7.0,7,7.0,7,7.0,1.0,1.0
,,17,11:30 - 11:44,Cashier,37.62,6,6.27,6,6.27,6,6.27,1.0,1.0
,,17,11:45 - 11:59,Cashier,59.08,8,7.38,8,7.38,8,7.38,1.0,1.0
,,17,12:00 - 12:14,Cashier,11.04,1,11.04,1,11.04,1,11.04,1.0,1.0
,,17,12:15 - 12:29,Cashier,27.58,4,6.89,4,6.89,4,6.89,1.0,1.0
,,17,12:30 - 12:44,Cashier,28.68,6,4.78,6,4.78,6,4.78,1.0,1.0
,,17,12:45 - 12:59,Cashier,54.57,6,9.1,6,9.1,6,9.1,1.0,1.0
,,17,13:00 - 13:14,Cashier,59.56,9,6.62,9,6.62,9,6.62,1.0,1.0
,,17,13:15 - 13:29,Cashier,65.28,10,6.53,10,6.53,10,6.53,1.0,1.0
,,17,13:30 - 13:44,Cashier,53.9,6,8.98,6,8.98,6,8.98,1.0,1.0
,,17,13:45 - 13:59,Cashier,56.24,7,8.03,7,8.03,7,8.03,1.0,1.0
,,17,14:00 - 14:14,Cashier,40.21,8,5.03,8,5.03,8,5.03,1.0,1.0
,,17,14:15 - 14:29,Cashier,40.8,6,6.8,6,6.8,6,6.8,1.0,1.0
,,17,14:30 - 14:44,Cashier,25.04,3,8.35,3,8.35,3,8.35,1.0,1.0
,,17,14:45 - 14:59,Cashier,18.3,3,6.1,3,6.1,3,6.1,1.0,1.0
,,17,15:00 - 15:14,Cashier,84.53,10,8.45,10,8.45,10,8.45,1.0,1.0
,,17,15:15 - 15:29,Cashier,29.72,7,4.25,7,4.25,7,4.25,1.0,1.0
,,17,15:30 - 15:44,Cashier,25.49,3,8.5,3,8.5,3,8.5,1.0,1.0
,,17,15:45 - 15:59,Cashier,19.55,3,6.52,3,6.52,3,6.52,1.0,1.0
,,17,16:00 - 16:14,Cashier,36.98,6,6.16,6,6.16,6,6.16,1.0,1.0
,,17,16:15 - 16:29,Cashier,3.45,1,3.45,1,3.45,1,3.45,1.0,1.0
,,17,16:30 - 16:44,Cashier,6.75,1,6.75,1,6.75,1,6.75,1.0,1.0
,,17,16:45 - 16:59,Cashier,15.03,2,7.51,2,7.51,2,7.51,1.0,1.0
,,17,17:30 - 17:44,Cashier,2.5,1,2.5,1,2.5,1,2.5,1.0,1.0
,,17,---,---,1218.38,181,6.73,181,6.73,181,6.73,1.0,1.0
,,18,07:30 - 07:44,Cashier,5.64,1,5.64,1,5.64,1,5.64,1.0,1.0
,,18,07:45 - 07:59,Cashier,3.0,1,3.0,1,3.0,1,3.0,1.0,1.0
,,18,08:00 - 08:14,Cashier,11.09,3,3.7,3,3.7,3,3.7,1.0,1.0
,,18,08:15 - 08:29,Cashier,7.2,2,3.6,2,3.6,2,3.6,1.0,1.0
,,18,08:30 - 08:44,Cashier,29.85,5,5.97,5,5.97,5,5.97,1.0,1.0
,,18,08:45 - 08:59,Cashier,4.25,1,4.25,1,4.25,1,4.25,1.0,1.0
,,18,09:00 - 09:14,Cashier,19.54,2,9.77,2,9.77,2,9.77,1.0,1.0
,,18,09:15 - 09:29,Cashier,67.5,5,13.5,5,13.5,5,13.5,1.0,1.0
,,18,09:30 - 09:44,Cashier,20.99,5,4.2,5,4.2,5,4.2,1.0,1.0
,,18,09:45 - 09:59,Cashier,45.9,5,9.18,5,9.18,5,9.18,1.0,1.0
,,18,10:00 - 10:14,Cashier,35.65,5,7.13,5,7.13,5,7.13,1.0,1.0
,,18,10:15 - 10:29,Cashier,44.63,6,7.44,6,7.44,6,7.44,1.0,1.0
,,18,10:30 - 10:44,Cashier,32.42,5,6.48,5,6.48,5,6.48,1.0,1.0
,,18,10:45 - 10:59,Cashier,14.99,2,7.5,2,7.5,2,7.5,1.0,1.0
,,18,11:15 - 11:29,Cashier,2.75,1,2.75,1,2.75,1,2.75,1.0,1.0
,,18,11:45 - 11:59,Cashier,29.3,4,7.33,4,7.33,4,7.33,1.0,1.0
,,18,12:00 - 12:14,Cashier,22.69,3,7.56,3,7.56,3,7.56,1.0,1.0
,,18,12:15 - 12:29,Cashier,42.93,7,6.13,6,7.16,7,6.13,0.86,0.86
,,18,12:30 - 12:44,Cashier,48.22,6,8.04,6,8.04,6,8.04,1.0,1.0
,,18,12:45 - 12:59,Cashier,30.48,4,7.62,4,7.62,4,7.62,1.0,1.0
,,18,13:00 - 13:14,Cashier,54.06,9,6.01,9,6.01,9,6.01,1.0,1.0
,,18,13:30 - 13:44,Cashier,48.7,7,6.96,7,6.96,7,6.96,1.0,1.0
,,18,13:45 - 13:59,Cashier,43.76,5,8.75,5,8.75,5,8.75,1.0,1.0
,,18,14:00 - 14:14,Cashier,23.9,3,7.97,3,7.97,3,7.97,1.0,1.0
,,18,14:15 - 14:29,Cashier,27.5,3,9.17,3,9.17,3,9.17,1.0,1.0
,,18,14:30 - 14:44,Cashier,23.09,4,5.77,4,5.77,4,5.77,1.0,1.0
,,18,14:45 - 14:59,Cashier,20.4,3,6.8,3,6.8,3,6.8,1.0,1.0
,,18,15:00 - 15:14,Cashier,25.78,3,8.59,3,8.59,3,8.59,1.0,1.0
,,18,15:15 - 15:29,Cashier,65.19,4,16.3,4,16.3,4,16.3,1.0,1.0
,,18,15:45 - 15:59,Cashier,22.93,3,7.64,3,7.64,3,7.64,1.0,1.0
,,18,16:00 - 16:14,Cashier,17.35,5,3.47,5,3.47,5,3.47,1.0,1.0
,,18,16:15 - 16:29,Cashier,25.89,5,5.18,5,5.18,5,5.18,1.0,1.0
,,18,16:30 - 16:44,Cashier,9.0,1,9.0,1,9.0,1,9.0,1.0,1.0
,,18,16:45 - 16:59,Cashier,53.31,6,8.88,6,8.88,6,8.88,1.0,1.0
,,18,---,---,979.88,134,7.31,133,7.37,134,7.31,0.99,0.99
,,21,08:45 - 08:59,Cashier,18.3,4,4.58,4,4.58,4,4.58,1.0,1.0
,,21,09:00 - 09:14,Cashier,21.7,3,7.23,3,7.23,3,7.23,1.0,1.0
,,21,09:15 - 09:29,Cashier,32.32,5,6.46,5,6.46,5,6.46,1.0,1.0
,,21,09:30 - 09:44,Cashier,11.14,3,3.71,3,3.71,3,3.71,1.0,1.0
,,21,09:45 - 09:59,Cashier,4.25,1,4.25,1,4.25,1,4.25,1.0,1.0
,,21,10:00 - 10:14,Cashier,9.8,2,4.9,2,4.9,2,4.9,1.0,1.0
,,21,10:15 - 10:29,Cashier,51.94,1,51.94,1,51.94,1,51.94,1.0,1.0
,,21,10:30 - 10:44,Cashier,22.44,4,5.61,4,5.61,4,5.61,1.0,1.0
,,21,10:45 - 10:59,Cashier,37.32,6,6.22,6,6.22,6,6.22,1.0,1.0
,,21,11:00 - 11:14,Cashier,13.65,2,6.83,2,6.83,2,6.83,1.0,1.0
,,21,11:15 - 11:29,Cashier,25.75,4,6.44,4,6.44,4,6.44,1.0,1.0
,,21,11:30 - 11:44,Cashier,34.02,6,5.67,6,5.67,6,5.67,1.0,1.0
,,21,11:45 - 11:59,Cashier,22.13,3,7.38,3,7.38,3,7.38,1.0,1.0
,,21,12:00 - 12:14,Cashier,44.02,7,6.29,7,6.29,7,6.29,1.0,1.0
